date_appel,Entite,Famille,Nombre_entrants_corrige
2022-06-30,Entite 1,F1,38.0
2022-07-01,Entite 1,F1,20.533333333
2022-07-04,Entite 1,F1,14.0
2022-07-05,Entite 1,F1,16.0
2022-07-06,Entite 1,F1,16.3625
2022-07-07,Entite 1,F1,11.0
2022-07-08,Entite 1,F1,20.0
2022-07-11,Entite 1,F1,17.0
2022-07-12,Entite 1,F1,17.0
2022-07-13,Entite 1,F1,17.0
2022-07-15,Entite 1,F1,13.5
2022-07-18,Entite 1,F1,20.0
2022-07-19,Entite 1,F1,11.0
2022-07-20,Entite 1,F1,13.0
2022-07-21,Entite 1,F1,19.0
2022-07-22,Entite 1,F1,10.0
2022-07-25,Entite 1,F1,16.0
2022-07-26,Entite 1,F1,18.0
2022-07-27,Entite 1,F1,14.0
2022-07-28,Entite 1,F1,5.0
2022-07-29,Entite 1,F1,6.0
2022-08-01,Entite 1,F1,8.0
2022-08-02,Entite 1,F1,3.0
2022-08-03,Entite 1,F1,4.0
2022-08-04,Entite 1,F1,8.0
2022-08-05,Entite 1,F1,5.0
2022-08-08,Entite 1,F1,12.0
2022-08-09,Entite 1,F1,14.0
2022-08-10,Entite 1,F1,10.725
2022-08-11,Entite 1,F1,12.0
2022-08-12,Entite 1,F1,7.0
2022-08-16,Entite 1,F1,20.0
2022-08-17,Entite 1,F1,11.0
2022-08-18,Entite 1,F1,7.0
2022-08-19,Entite 1,F1,8.0
2022-08-22,Entite 1,F1,15.4
2022-08-23,Entite 1,F1,13.2
2022-08-24,Entite 1,F1,11.0
2022-08-25,Entite 1,F1,19.0
2022-08-26,Entite 1,F1,8.8
2022-08-29,Entite 1,F1,4.0
2022-08-30,Entite 1,F1,5.0
2022-08-31,Entite 1,F1,4.95
2022-09-01,Entite 1,F1,6.0
2022-09-02,Entite 1,F1,11.0
2022-09-05,Entite 1,F1,10.0
2022-09-06,Entite 1,F1,6.0
2022-09-07,Entite 1,F1,5.0
2022-09-08,Entite 1,F1,4.0
2022-09-09,Entite 1,F1,5.0
2022-09-12,Entite 1,F1,7.0
2022-09-13,Entite 1,F1,2.0
2022-09-14,Entite 1,F1,10.0
2022-09-15,Entite 1,F1,10.0
2022-09-16,Entite 1,F1,1.0
2022-09-19,Entite 1,F1,3.0
2022-09-20,Entite 1,F1,12.0
2022-09-21,Entite 1,F1,9.0
2022-09-22,Entite 1,F1,9.0
2022-09-23,Entite 1,F1,11.0
2022-09-26,Entite 1,F1,4.0
2022-09-27,Entite 1,F1,18.0
2022-09-28,Entite 1,F1,8.0
2022-09-29,Entite 1,F1,11.55
2022-09-30,Entite 1,F1,12.0
2022-10-03,Entite 1,F1,15.085714286
2022-10-04,Entite 1,F1,17.0
2022-10-05,Entite 1,F1,9.0
2022-10-06,Entite 1,F1,10.083333333
2022-10-07,Entite 1,F1,8.0
2022-10-10,Entite 1,F1,12.0
2022-10-11,Entite 1,F1,10.0
2022-10-12,Entite 1,F1,13.688888889
2022-10-13,Entite 1,F1,18.15
2022-10-14,Entite 1,F1,5.0
2022-10-17,Entite 1,F1,15.84
2022-10-18,Entite 1,F1,11.0
2022-10-19,Entite 1,F1,10.755555556
2022-10-20,Entite 1,F1,6.4166666667
2022-10-21,Entite 1,F1,16.0
2022-10-24,Entite 1,F1,9.68
2022-10-25,Entite 1,F1,10.0
2022-10-26,Entite 1,F1,9.0
2022-10-27,Entite 1,F1,11.0
2022-10-28,Entite 1,F1,10.0
2022-10-31,Entite 1,F1,10.0
2022-11-02,Entite 1,F1,11.0
2022-11-03,Entite 1,F1,6.0
2022-11-04,Entite 1,F1,11.44
2022-11-07,Entite 1,F1,7.0
2022-11-08,Entite 1,F1,6.0
2022-11-09,Entite 1,F1,23.0
2022-11-10,Entite 1,F1,19.0
2022-11-14,Entite 1,F1,20.476923077
2022-11-15,Entite 1,F1,20.0
2022-11-16,Entite 1,F1,9.0
2022-11-17,Entite 1,F1,21.0
2022-11-18,Entite 1,F1,7.0
2022-11-21,Entite 1,F1,9.075
2022-11-22,Entite 1,F1,12.0
2022-11-23,Entite 1,F1,11.733333333
2022-11-24,Entite 1,F1,8.0
2022-11-25,Entite 1,F1,10.0
2022-11-28,Entite 1,F1,13.0
2022-11-29,Entite 1,F1,24.0
2022-11-30,Entite 1,F1,8.0
2022-12-01,Entite 1,F1,5.0
2022-12-02,Entite 1,F1,3.0
2022-12-05,Entite 1,F1,12.0
2022-12-06,Entite 1,F1,12.0
2022-12-07,Entite 1,F1,8.0
2022-12-08,Entite 1,F1,7.0
2022-12-09,Entite 1,F1,7.0
2022-12-12,Entite 1,F1,17.325
2022-12-13,Entite 1,F1,23.0
2022-12-14,Entite 1,F1,5.0
2022-12-15,Entite 1,F1,11.0
2022-12-16,Entite 1,F1,22.244444444
2022-12-19,Entite 1,F1,21.0
2022-12-20,Entite 1,F1,13.0
2022-12-21,Entite 1,F1,10.0
2022-12-22,Entite 1,F1,2.0
2022-12-23,Entite 1,F1,11.0
2022-12-26,Entite 1,F1,5.0
2022-12-27,Entite 1,F1,8.0
2022-12-28,Entite 1,F1,10.214285714
2022-12-29,Entite 1,F1,4.0
2022-12-30,Entite 1,F1,8.0
2023-01-02,Entite 1,F1,8.0
2023-01-03,Entite 1,F1,13.0
2023-01-04,Entite 1,F1,2.0
2023-01-05,Entite 1,F1,9.0
2023-01-06,Entite 1,F1,6.2857142857
2023-01-09,Entite 1,F1,14.142857143
2023-01-10,Entite 1,F1,13.0
2023-01-11,Entite 1,F1,6.0
2023-01-12,Entite 1,F1,10.083333333
2023-01-13,Entite 1,F1,2.0
2023-01-16,Entite 1,F1,8.4857142857
2023-01-17,Entite 1,F1,9.0
2023-01-18,Entite 1,F1,7.0
